mentions;isStrMatch;isMatchNoCasePunc;isAbbrev;isFirstPronoun;isScndPronoun;isOnOneSentence;isMatchPartial;firstNameClass;scndNameClass;isCoref
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Dewan Pimpinan Pusat Partai Golkar Aburizal Bakrie atau Ical)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;LOCATION;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Sekretaris Jenderal Partai Demokrat Edhie Baskoro Yudhoyono)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;OTHER;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(alias Ibas)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;OTHER;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(dukungan penuh)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;OTHER;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(calon gubernur Jateng periode 2013-2018,)];FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;OTHER;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Bibit Waluyo)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;TRUE;PERSON;PERSON;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Pemilu Jateng)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;LOCATION;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(26 Mei 2013)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;OTHER;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Aburizal Bakrie)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;LOCATION;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(partai pengusung siap)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Bibit Waluyo dan pasangannya Sudjiono)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;PERSON;FALSE
"[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Saya)]""";FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Aburizal)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;LOCATION;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(konferensi pers)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(kampanye terbuka)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Bibit)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;PERSON;PERSON;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Hotel Artoz Magelang,)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;LOCATION;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Jawa Tengah)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;LOCATION;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Ahad,)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;PERSON;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(19 Mei 2013)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Ibas)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;PERSON;PERSON;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(dukungan penuh)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(Bibit)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;PERSON;PERSON;FALSE
[(Ical dan Ibas Kompak Dukung Bibit Waluyo Ketua)-(gubernur Jawa Tengah)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
