mentions;isStrMatch;isMatchNoCasePunc;isAbbrev;isFirstPronoun;isScndPronoun;isOnOneSentence;isMatchPartial;firstNameClass;scndNameClass;isCoref
[(Wamenkeu: pasar modal Indonesia)-(Asia)];FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;LOCATION;FALSE
[(Wamenkeu: pasar modal Indonesia)-(Wakil Menteri Keuangan Anny Ratnawati)];FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;LOCATION;FALSE
[(Wamenkeu: pasar modal Indonesia)-(kinerja pasar modal Indonesia)];FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;OTHER;FALSE
[(Wamenkeu: pasar modal Indonesia)-(kawasan Asia)];FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;LOCATION;FALSE
[(Wamenkeu: pasar modal Indonesia)-(Jepang dan Filipina)];FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;LOCATION;FALSE
[(Wamenkeu: pasar modal Indonesia)-(sisi return Indeks Harga Saham Gabungan)];FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;OTHER;FALSE
[(Wamenkeu: pasar modal Indonesia)-(IHSG)];FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;ORGANIZATION;FALSE
[(Wamenkeu: pasar modal Indonesia)-(kita)];FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Wamenkeu: pasar modal Indonesia)-(Asean)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;PERSON;FALSE
[(Wamenkeu: pasar modal Indonesia)-(Asia)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;LOCATION;FALSE
[(Wamenkeu: pasar modal Indonesia)-(Asia Pasifik)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;LOCATION;FALSE
[(Wamenkeu: pasar modal Indonesia)-(dan Eropa)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Wamenkeu: pasar modal Indonesia)-(kita)];FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Wamenkeu: pasar modal Indonesia)-(return IHSG nomor tiga)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Wamenkeu: pasar modal Indonesia)-(Jepang)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;LOCATION;FALSE
"[(Wamenkeu: pasar modal Indonesia)-(Filipina,)]""";FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Wamenkeu: pasar modal Indonesia)-(Wamenkeu Anny Ratnawati)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;PERSON;FALSE
