mentions;isStrMatch;isMatchNoCasePunc;isAbbrev;isFirstPronoun;isScndPronoun;isOnOneSentence;isMatchPartial;firstNameClass;scndNameClass;isCoref
[(Menlu negara-negara ASEAN)-(China KTT ASEAN)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;PERSON;FALSE
[(Menlu negara-negara ASEAN)-(pertemuan tingkat menteri luar)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;OTHER;FALSE
[(Menlu negara-negara ASEAN)-(negeri)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;OTHER;FALSE
[(Menlu negara-negara ASEAN)-(China)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;PERSON;FALSE
"[(Menlu negara-negara ASEAN)-(Code of)]""";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;OTHER;FALSE
"[(Menlu negara-negara ASEAN)-(Conduct)]""";FALSE;FALSE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;ORGANIZATION;FALSE
[(Menlu negara-negara ASEAN)-(penyelesaian masalah Laut China)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;OTHER;FALSE
[(Menlu negara-negara ASEAN)-(Selatan)];FALSE;TRUE;FALSE;FALSE;FALSE;TRUE;FALSE;PERSON;LOCATION;FALSE
[(Menlu negara-negara ASEAN)-(pembahasan)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Menlu negara-negara ASEAN)-(adanya)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Menlu negara-negara ASEAN)-(pertemuan khusus)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Menlu negara-negara ASEAN)-(negara-negara ASEAN)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;TRUE;PERSON;ORGANIZATION;FALSE
[(Menlu negara-negara ASEAN)-(waktu dekat,)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Menlu negara-negara ASEAN)-(pertemuan khusus)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Menlu negara-negara ASEAN)-(Menlu ASEAN)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;PERSON;TRUE
[(Menlu negara-negara ASEAN)-(Menlu Tiongkok)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;PERSON;FALSE
[(Menlu negara-negara ASEAN)-(proses)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;OTHER;FALSE
[(Menlu negara-negara ASEAN)-('Code of)];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;ORGANIZATION;FALSE
[(Menlu negara-negara ASEAN)-(Conduct')];FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;ORGANIZATION;FALSE
[(Menlu negara-negara ASEAN)-(CoC)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;ORGANIZATION;FALSE
[(Menlu negara-negara ASEAN)-(Menteri Luar)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;PERSON;FALSE
[(Menlu negara-negara ASEAN)-(Negeri Marty Natalegawa)];FALSE;TRUE;FALSE;FALSE;FALSE;FALSE;FALSE;PERSON;PERSON;FALSE
