mentions;isStrMatch;isMatchNoCasePunc;isAbbrev;isFirstPronoun;isScndPronoun;isOnOneSentence;isMatchPartial;firstNameClass;scndNameClass
"[(Negosiasi Pengambilalihan Inalum)-(Menteri Koordinator Bidang Perekonomian)]";false;true;false;false;false;true;false;PERSON;PERSON
"[(Negosiasi Pengambilalihan Inalum)-(Hatta Rajasa,)]";false;false;false;false;false;true;false;PERSON;PERSON
"[(Negosiasi Pengambilalihan Inalum)-(negosiasi)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Negosiasi Pengambilalihan Inalum)-(pengambil alihan PT Indonesia Asahan Aluminium)]";false;true;false;false;false;true;false;PERSON;OTHER
"[(Negosiasi Pengambilalihan Inalum)-(Inalum)]";false;true;false;false;false;true;true;PERSON;PERSON
"[(Negosiasi Pengambilalihan Inalum)-(sejumlah perbedaan,)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Negosiasi Pengambilalihan Inalum)-(hasil audit)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Negosiasi Pengambilalihan Inalum)-(Badan Pengawasan Keuangan dan Pembangunan)]";false;true;false;false;false;false;false;PERSON;PERSON
"[(Negosiasi Pengambilalihan Inalum)-(BPKP)]";false;true;false;false;false;false;false;PERSON;ORGANIZATION
"[(Negosiasi Pengambilalihan Inalum)-(nilai buku Inalum)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Negosiasi Pengambilalihan Inalum)-(tutur Hatta,)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Negosiasi Pengambilalihan Inalum)-(kemarin)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Negosiasi Pengambilalihan Inalum)-(Hatta)]";false;true;false;false;false;false;false;PERSON;PERSON
"[(Negosiasi Pengambilalihan Inalum)-(nilai akuisisi Inalum)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Negosiasi Pengambilalihan Inalum)-(nilainya)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Negosiasi Pengambilalihan Inalum)-(negara)]";false;true;false;false;false;false;false;PERSON;OTHER
"[(Negosiasi Pengambilalihan Inalum)-("Niat)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Negosiasi Pengambilalihan Inalum)-(kita)]";false;true;false;false;true;false;false;PERSON;OTHER
"[(Negosiasi Pengambilalihan Inalum)-(Oktober nanti Inalum)]";false;true;false;false;false;false;false;PERSON;OTHER
