mentions;isStrMatch;isMatchNoCasePunc;isAbbrev;isFirstPronoun;isScndPronoun;isOnOneSentence;isMatchPartial;firstNameClass;scndNameClass
"[(Wamenkeu: pasar modal Indonesia)-(Asia)]";false;false;false;false;false;true;false;PERSON;LOCATION
"[(Wamenkeu: pasar modal Indonesia)-(Wakil Menteri Keuangan Anny Ratnawati)]";false;false;false;false;false;true;false;PERSON;LOCATION
"[(Wamenkeu: pasar modal Indonesia)-(kinerja pasar modal Indonesia)]";false;false;false;false;false;true;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(kawasan Asia)]";false;false;false;false;false;true;false;PERSON;LOCATION
"[(Wamenkeu: pasar modal Indonesia)-(Jepang dan Filipina)]";false;false;false;false;false;true;false;PERSON;LOCATION
"[(Wamenkeu: pasar modal Indonesia)-(sisi return Indeks Harga Saham Gabungan)]";false;false;false;false;false;true;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(IHSG)]";false;false;false;false;false;true;false;PERSON;ORGANIZATION
"[(Wamenkeu: pasar modal Indonesia)-(kita)]";false;false;false;false;true;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(Asean)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Wamenkeu: pasar modal Indonesia)-(Asia)]";false;false;false;false;false;false;false;PERSON;LOCATION
"[(Wamenkeu: pasar modal Indonesia)-(Asia Pasifik)]";false;false;false;false;false;false;false;PERSON;LOCATION
"[(Wamenkeu: pasar modal Indonesia)-(dan Eropa)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(kita)]";false;false;false;false;true;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(return IHSG nomor tiga)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(Jepang)]";false;false;false;false;false;false;false;PERSON;LOCATION
"[(Wamenkeu: pasar modal Indonesia)-(Filipina,")]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(Wamenkeu Anny Ratnawati)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Wamenkeu: pasar modal Indonesia)-(Jakarta)]";false;false;false;false;false;false;false;PERSON;LOCATION
"[(Wamenkeu: pasar modal Indonesia)-(Rabu,)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(acara Indonesia)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(Multifinance Award)]";false;false;false;false;false;false;false;PERSON;ORGANIZATION
"[(Wamenkeu: pasar modal Indonesia)-(Pihaknya)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(per-10 Mei 2013)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(pergerakan IHSG)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(ia)]";false;false;false;false;true;false;true;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(pergerakan tersebut)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(Anny)]";false;false;false;false;false;false;false;PERSON;LOCATION
"[(Wamenkeu: pasar modal Indonesia)-(bagian)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(Otoritas Jasa Keuangan)]";false;false;false;false;false;false;false;PERSON;LOCATION
"[(Wamenkeu: pasar modal Indonesia)-(OJK)]";false;false;false;false;false;false;false;PERSON;ORGANIZATION
"[(Wamenkeu: pasar modal Indonesia)-(pergerakan tersebut)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(terjadinya)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(bubble ekonomi)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(sejauh hasil monitoring kondisi)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(kinerja perusahaannya)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(Kita)]";false;false;false;false;true;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(tiba-tiba turun,")]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(IHSG)]";false;false;false;false;false;false;false;PERSON;ORGANIZATION
"[(Wamenkeu: pasar modal Indonesia)-(rekor)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(angka 5.100)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(waktu lalu)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(pihaknya)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(prospek pertumbuhan ekonomi 2013)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(sebaik tahun lalu)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(kita)]";false;false;false;false;true;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(hal itu,")]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(dia,)]";false;false;false;false;true;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(Pemilu)]";false;false;false;false;false;false;false;PERSON;PERSON
"[(Wamenkeu: pasar modal Indonesia)-(biaya besar)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(justru)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Wamenkeu: pasar modal Indonesia)-(ekonomi)]";false;false;false;false;false;false;false;PERSON;OTHER
"[(Asia)-(Wakil Menteri Keuangan Anny Ratnawati)]";false;true;false;false;false;true;false;LOCATION;LOCATION
"[(Asia)-(kinerja pasar modal Indonesia)]";false;true;false;false;false;true;false;LOCATION;OTHER
"[(Asia)-(kawasan Asia)]";false;true;false;false;false;true;true;LOCATION;LOCATION
"[(Asia)-(Jepang dan Filipina)]";false;true;false;false;false;true;false;LOCATION;LOCATION
"[(Asia)-(sisi return Indeks Harga Saham Gabungan)]";false;true;false;false;false;true;false;LOCATION;OTHER
"[(Asia)-(IHSG)]";false;true;false;false;false;true;false;LOCATION;ORGANIZATION
"[(Asia)-(kita)]";false;true;false;false;true;false;false;LOCATION;OTHER
"[(Asia)-(Asean)]";false;true;false;false;false;false;false;LOCATION;PERSON
