mentions;isStrMatch;isMatchNoCasePunc;isAbbrev;isFirstPronoun;isScndPronoun;isOnOneSentence;isMatchPartial;firstNameClass;scndNameClass
"[(Senegal Dukung Marie Pangestu Jadi)-(Sekjen WTO Senegal)]";false;true;false;false;false;true;false;LOCATION;PERSON
"[(Senegal Dukung Marie Pangestu Jadi)-(dukungan)]";false;true;false;false;false;true;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(pencalonan Mari Elka Pangestu)]";false;true;false;false;false;true;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(sekretaris jenderal)]";false;true;false;false;false;true;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(sekjen)]";false;true;false;false;false;true;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(WTO)]";false;true;false;false;false;true;false;LOCATION;ORGANIZATION
"[(Senegal Dukung Marie Pangestu Jadi)-(Direktur Televisi Lembaga Penyiaran Televisi dan Radio Milik Pemerintah Senegal)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(RTS)]";false;true;false;false;false;false;false;LOCATION;ORGANIZATION
"[(Senegal Dukung Marie Pangestu Jadi)-(kunjungannya)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(Kantor Berita)]";false;true;false;false;false;false;false;LOCATION;LOCATION
"[(Senegal Dukung Marie Pangestu Jadi)-(Jakarta)]";false;true;false;false;false;false;false;LOCATION;LOCATION
"[(Senegal Dukung Marie Pangestu Jadi)-(Kamis,)]";false;false;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(Mari)]";false;true;false;false;false;false;true;LOCATION;PERSON
"[(Senegal Dukung Marie Pangestu Jadi)-(kriteria)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(bagus)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(semua perempuan)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(posisi)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(saat ini)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(saya,)]";false;false;false;false;true;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(dia)]";false;true;false;false;true;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(satu-satunya kandidat perempuan)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(pencalonan)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(sekjen WTO tahun ini,)]";false;false;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(Mari)]";false;true;false;false;false;false;true;LOCATION;PERSON
"[(Senegal Dukung Marie Pangestu Jadi)-(kriteria)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(kemampuan)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(jabatan tersebut,")]";false;false;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(Diop)]";false;true;false;false;false;false;false;LOCATION;PERSON
"[(Senegal Dukung Marie Pangestu Jadi)-(Diop)]";false;true;false;false;false;false;false;LOCATION;PERSON
"[(Senegal Dukung Marie Pangestu Jadi)-(Senegal cenderung)]";false;true;false;false;false;false;false;LOCATION;LOCATION
"[(Senegal Dukung Marie Pangestu Jadi)-(dua calon)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(Afrika)]";false;true;false;false;false;false;false;LOCATION;LOCATION
"[(Senegal Dukung Marie Pangestu Jadi)-(alasan)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(kepentingan)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(benua)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(Ghana dan Kenya,)]";false;false;false;false;false;false;false;LOCATION;LOCATION
"[(Senegal Dukung Marie Pangestu Jadi)-(sembilan calon)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(pemilihan putaran pertama)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(Diop)]";false;true;false;false;false;false;false;LOCATION;PERSON
"[(Senegal Dukung Marie Pangestu Jadi)-(Senegal)]";false;true;false;false;false;false;true;LOCATION;LOCATION
"[(Senegal Dukung Marie Pangestu Jadi)-(pikiran saat panitia WTO)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(kompetisi)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(lima nominator,)]";false;false;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(Indonesia)]";false;true;false;false;false;false;false;LOCATION;LOCATION
"[(Senegal Dukung Marie Pangestu Jadi)-(Meksiko)]";false;true;false;false;false;false;false;LOCATION;LOCATION
"[(Senegal Dukung Marie Pangestu Jadi)-(Brazil)]";false;true;false;false;false;false;false;LOCATION;LOCATION
"[(Senegal Dukung Marie Pangestu Jadi)-(Selandia Baru)]";false;true;false;false;false;false;false;LOCATION;LOCATION
"[(Senegal Dukung Marie Pangestu Jadi)-(dan Korea Selatan)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-("Indonesia dan Senegal)]";false;false;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(negara)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(kepentingan)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(negaranya masing-masing)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(saya)]";false;true;false;false;true;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(pikir)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(Mari)]";false;true;false;false;false;false;true;LOCATION;PERSON
"[(Senegal Dukung Marie Pangestu Jadi)-(dia)]";false;true;false;false;true;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(posisi)]";false;true;false;false;false;false;false;LOCATION;OTHER
"[(Senegal Dukung Marie Pangestu Jadi)-(bagus)]";false;true;false;false;false;false;false;LOCATION;OTHER
